0.0;0.044232;0.088677;0.133549;0.179062;0.225436;0.272893;0.321662;0.371977;0.42408;0.478221;
0.103063;0.146716;0.143905;0.173256;0.197465;0.229459;0.267114;0.309797;0.357679;0.411464;0.472333;
0.13176;0.173794;0.161622;0.169134;0.19306;0.223332;0.25934;0.300406;0.346242;0.397257;0.454815;
0.1264;0.16578;0.15898;0.176111;0.186023;0.215211;0.252323;0.292718;0.334936;0.379053;0.426098;
0.109425;0.145181;0.144741;0.172864;0.189358;0.216154;0.247421;0.280742;0.315212;0.350575;0.386889;
0.101793;0.133045;0.136113;0.168262;0.184207;0.208108;0.234807;0.262081;0.288866;0.314458;0.338153;
0.097786;0.123764;0.129071;0.161839;0.1744;0.1951;0.21756;0.238896;0.257517;0.272099;0.281091;
0.093671;0.113736;0.12109;0.153535;0.162303;0.179844;0.198133;0.213366;0.223195;0.225381;0.217108;
0.086249;0.099907;0.110057;0.143418;0.149744;0.164701;0.179044;0.188108;0.188581;0.176814;0.147779;
0.028114;0.035028;0.045838;0.075159;0.071568;0.074826;0.078203;0.079693;0.079187;0.077272;0.07481;
0.028114;0.02808;0.031909;0.054181;0.043441;0.039415;0.035337;0.029166;0.020757;0.010658;-0.000309;
