0.0;0.059707;0.119702;0.180272;0.241708;0.304306;0.368367;0.434198;0.502116;0.572448;0.645531;
0.162848;0.221773;0.205099;0.216484;0.246703;0.290042;0.343145;0.404309;0.473104;0.550228;0.637583;
0.159849;0.216589;0.200812;0.212385;0.242236;0.284697;0.336361;0.39537;0.461003;0.533479;0.613936;
0.153438;0.206595;0.192152;0.203734;0.232612;0.273276;0.32232;0.377741;0.438491;0.504225;0.575172;
0.143969;0.192235;0.179546;0.190995;0.218365;0.2564;0.301742;0.352237;0.406465;0.463417;0.522246;
0.132031;0.174217;0.163695;0.174947;0.200404;0.235135;0.275848;0.320213;0.366366;0.412498;0.456459;
0.118564;0.153631;0.14569;0.156811;0.180152;0.211133;0.246512;0.28372;0.320318;0.353486;0.379434;
0.10494;0.132025;0.127118;0.138394;0.159731;0.186864;0.216522;0.245759;0.271345;0.289103;0.293065;
0.093255;0.111691;0.110348;0.122403;0.142327;0.166026;0.190021;0.210736;0.223774;0.22303;0.19948;
0.027674;0.037007;0.034538;0.036719;0.041971;0.049286;0.058024;0.067781;0.0783;0.08941;0.100983;
0.027674;0.027628;0.015735;0.008402;0.004004;0.001486;0.000161;-0.000423;-0.000572;-0.00051;-0.000417;
