0.67032;0.637512;0.5423;0.394004;0.20714;-0.0;-0.20714;-0.394004;-0.5423;-0.637512;-0.67032;
0.637512;0.126542;0.567388;0.636938;0.528366;0.320435;0.05722;-0.227183;-0.511046;-0.809391;-0.637512;
0.5423;0.057409;0.283022;0.497648;0.54704;0.447326;0.237794;-0.035397;-0.334693;-0.653988;-0.5423;
0.394004;0.026454;0.145;0.321265;0.44632;0.442328;0.296768;0.05461;-0.225593;-0.503646;-0.394004;
0.20714;0.0136;0.075012;0.189585;0.306293;0.340012;0.232346;0.020454;-0.216022;-0.394229;-0.20714;
-0.0;0.010245;0.040714;0.109238;0.19439;0.228798;0.138818;-0.041957;-0.22077;-0.27781;0.0;
-0.20714;0.010799;0.021949;0.06038;0.116834;0.142592;0.070005;-0.069879;-0.182768;-0.124861;0.20714;
-0.394004;0.009975;-0.000234;0.015825;0.051565;0.073212;0.029294;-0.054288;-0.093638;0.062221;0.394004;
-0.5423;-0.001486;-0.060792;-0.067145;-0.039645;-0.004784;0.002915;-0.001046;0.045072;0.27819;0.5423;
-0.637512;-0.050202;-0.26402;-0.295406;-0.237869;-0.135184;-0.017794;0.109456;0.271614;0.558477;0.637512;
-0.67032;-0.637512;-0.5423;-0.394004;-0.20714;0.0;0.20714;0.394004;0.5423;0.637512;0.67032;
