1.0;0.809017;0.309017;-0.309017;-0.809017;-1.0;-0.809017;-0.309017;0.309018;0.809017;1.0;
0.951057;0.769421;0.293892;-0.293893;-0.769421;-0.951057;-0.769421;-0.293892;0.293893;0.769421;0.951057;
0.809017;0.654508;0.25;-0.25;-0.654509;-0.809017;-0.654508;-0.25;0.25;0.654509;0.809017;
0.587785;0.475528;0.181636;-0.181636;-0.475528;-0.587785;-0.475528;-0.181635;0.181636;0.475528;0.587785;
0.309017;0.25;0.095491;-0.095492;-0.25;-0.309017;-0.25;-0.095491;0.095492;0.25;0.309017;
-0.0;-0.0;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;-0.0;-0.0;
-0.309017;-0.25;-0.095492;0.095492;0.25;0.309017;0.25;0.095491;-0.095492;-0.25;-0.309017;
-0.587785;-0.475528;-0.181636;0.181636;0.475529;0.587785;0.475528;0.181635;-0.181636;-0.475529;-0.587785;
-0.809017;-0.654509;-0.25;0.25;0.654509;0.809017;0.654508;0.25;-0.25;-0.654509;-0.809017;
-0.951057;-0.769421;-0.293893;0.293893;0.769421;0.951057;0.769421;0.293892;-0.293893;-0.769421;-0.951057;
-1.0;-0.809017;-0.309017;0.309017;0.809017;1.0;0.809017;0.309017;-0.309018;-0.809017;-1.0;
