0.818731;0.778659;0.662367;0.481238;0.253002;-0.0;-0.253002;-0.481238;-0.662367;-0.778659;-0.818731;
0.778659;0.153054;0.687029;0.75745;0.576793;0.273999;-0.068304;-0.395479;-0.686862;-0.990438;-0.778659;
0.662367;0.06414;0.321921;0.526336;0.395729;0.079902;-0.258723;-0.512145;-0.65784;-0.806121;-0.662367;
0.481238;0.033307;0.181063;0.35942;0.220542;-0.08906;-0.393216;-0.572928;-0.607038;-0.618053;-0.481238;
0.253002;0.023632;0.119516;0.255974;0.127627;-0.139943;-0.390634;-0.516832;-0.494921;-0.414201;-0.253002;
-0.0;0.019911;0.079125;0.171268;0.073989;-0.12147;-0.299584;-0.37809;-0.330049;-0.187927;0.0;
-0.253002;0.016123;0.038465;0.082728;0.029996;-0.072239;-0.161714;-0.190506;-0.12995;0.052114;0.253002;
-0.481238;0.008314;-0.015664;-0.022043;-0.022983;-0.020006;-0.009742;0.016917;0.087062;0.292485;0.481238;
-0.662367;-0.011892;-0.114294;-0.169905;-0.11464;-0.00085;0.118823;0.215583;0.309293;0.530445;0.662367;
-0.778659;-0.072879;-0.368419;-0.457099;-0.330282;-0.093382;0.161698;0.377517;0.554766;0.809537;0.778659;
-0.818731;-0.778659;-0.662367;-0.481238;-0.253002;0.0;0.253002;0.481238;0.662367;0.778659;0.818731;
