0.0;0.06937;0.139074;0.209446;0.280825;0.353553;0.427981;0.504466;0.583376;0.665089;0.75;
0.0;0.068516;0.137362;0.206867;0.277367;0.3492;0.422712;0.498255;0.576193;0.656901;0.740766;
0.0;0.065975;0.132267;0.199195;0.26708;0.336249;0.407034;0.479776;0.554823;0.632538;0.713292;
0.0;0.061809;0.123916;0.186618;0.250217;0.315018;0.381334;0.449483;0.519792;0.592599;0.668255;
0.0;0.056122;0.112513;0.169445;0.227192;0.286031;0.346244;0.408122;0.471961;0.538069;0.606763;
0.0;0.049052;0.09834;0.148101;0.198573;0.25;0.302628;0.356711;0.412509;0.470289;0.53033;
0.0;0.040775;0.081746;0.123109;0.165065;0.207813;0.251561;0.296518;0.3429;0.39093;0.440839;
0.0;0.031493;0.063138;0.095087;0.127492;0.16051;0.194299;0.229023;0.264847;0.301944;0.340493;
0.0;0.021437;0.042976;0.064722;0.08678;0.109254;0.132254;0.155889;0.180273;0.205524;0.231763;
0.0;0.010852;0.021756;0.032765;0.043931;0.055308;0.066951;0.078916;0.09126;0.104043;0.117326;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
