0.0;0.051391;0.103028;0.155161;0.20804;0.261919;0.317056;0.373718;0.432175;0.49271;0.555613;
0.108883;0.1596;0.157566;0.194367;0.229089;0.266625;0.309235;0.357979;0.413544;0.476727;0.548773;
0.1496;0.198436;0.183748;0.191278;0.215793;0.251647;0.295381;0.345063;0.399953;0.460463;0.52842;
0.120943;0.166696;0.162229;0.189656;0.219755;0.25424;0.293449;0.337185;0.385205;0.43758;0.495055;
0.102778;0.144321;0.146257;0.184296;0.216456;0.248596;0.283124;0.320687;0.361139;0.404119;0.449501;
0.09067;0.12698;0.133093;0.176034;0.208011;0.237055;0.266571;0.297485;0.329455;0.361575;0.392878;
0.081612;0.111795;0.120983;0.165677;0.196233;0.221723;0.245919;0.269659;0.292166;0.311804;0.326582;
0.073095;0.096407;0.108471;0.153883;0.182737;0.204638;0.223415;0.239593;0.251729;0.257123;0.252243;
0.06199;0.077858;0.093536;0.140815;0.168825;0.187755;0.201483;0.2101;0.211202;0.20045;0.171694;
-0.007667;0.000366;0.016926;0.059762;0.076815;0.0823;0.083368;0.083318;0.08349;0.084456;0.086917;
-0.007667;-0.007706;0.000742;0.035389;0.044136;0.041158;0.033565;0.024615;0.015604;0.007061;-0.000359;
